date,year,country,state,location,activity,injury,time,species,unnamed_21,unnamed_22,incident_date,month,decade,sex_clean,age_numeric,age_group,fatal,activity_group,incident_type
02-Nov-1998,1998,JAPAN,Southern Japan,460 miles off Iwakuni,Fishing for tuna,PROVOKED INCIDENT Knee bitten by shark trapped in net,,6' shark,,,,,1990,M,52,45–59,No,Fishing,Provoked
02-Nov-1998,1998,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,"FATAL, left forearm severed",Late afternoon,Though to involve a white shark,,,,,1990,M,22,18–29,Yes,Surfing,Unprovoked
24-Oct-1998,1998,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,Minor lacerations on right ankle & foot,Afternoon,,,,,,1990,F,17,0–17,No,Swimming/Wading,Unprovoked
18-Oct-1998,1998,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,"No injury, surfboard bitten",,,,,,,1990,M,30,30–44,No,Surfing,Unprovoked
10-Oct-1998,1998,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,Right hand bitten,,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
04-Oct-1998,1998,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,Right leg bitten,,,,,,,1990,M,17,0–17,No,Surfing,Unprovoked
01-Oct-1998,1998,REUNION,Saint-Benoît,,Diving,Survived,,,,,,,1990,Unknown,,Unknown,No,Diving/Snorkeling,Unprovoked
01-Oct-1998,1998,USA,Florida,"New Smyrna Beach, Volusia County",,2 one-inch lacerations in left foot,14h30,,,,,,1990,M,28,18–29,No,Other/Unknown,Unprovoked
27-Sep-1998,1998,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,Puncture wounds to leg,,,,,,,1990,M,6,0–17,No,Surfing,Unprovoked
22-Sep-1998,1998,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Left arm lacerated,15h35,,,,,,1990,M,18,18–29,No,Surfing,Unprovoked
Reported 16-Sep-1998,1998,SOUTH AFRICA,Eastern Cape Province,Kowie River,Fishing / washing bait off hands,Laceration to right foot,Dusk,,,,,,1990,M,,Unknown,No,Fishing,Unprovoked
14-Sep-1998,1998,USA,Florida,"Stuart Beach, Martin County",Surfing,Right foot bitten,,1.8 m [6'] shark,,,,,1990,M,28,18–29,No,Surfing,Unprovoked
Sep-1998,1998,SENEGAL,Cap Vert Peninsula,Yoff Island,Spearfishing,Bitten by harpooned shark PROVOKED INCIDENT,,1.5 m shark,,,,,1990,M,25,18–29,No,Fishing,Provoked
30-Aug-1998,1998,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Toes lacerated,20h15,3' to 4' shark,,,,,1990,M,26,18–29,No,Surfing,Unprovoked
27-Aug-1998,1998,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),Fishing,"No injury; no attack, shark ate the bait hanging over the side of the boat",,Invalid,,,,,1990,Unknown,,Unknown,Unknown,Fishing,Questionable
26-Aug-1998,1998,USA,California,"Stinson Beach, Marin County",Boogie boarding,"Thigh, buttocks & lower back lacerated",14h16,"White shark, 5 m to 6 m [16.5' to 20']",,,,,1990,M,16,0–17,No,Surfing,Unprovoked
Reported      23-Aug-1998,1998,USA,Virginia,Virginia Beach,Spearfishing,Lacerations to left hand,,"Dusky shark, 12'",,,,,1990,M,,Unknown,No,Fishing,Unprovoked
15-Aug-1998,1998,BAHAMAS,Berry Islands,Ambergris Cay,Spearfishing,Calf bitten,16h30,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5']",,,,,1990,M,28,18–29,No,Fishing,Unprovoked
13-Aug-1998,1998,USA,Florida,"Ponce Inlet, Volusia County",Body-boarding,Left calf injured,,4.5' to 5' shark,,,,,1990,M,11,0–17,No,Surfing,Unprovoked
12-Aug-1998,1998,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",Moving a shark in a net,Lacerations to right shin PROVOKED INCIDENT,,"Sandtiger shark, 2 m, male",,,,,1990,M,,Unknown,No,Other/Unknown,Provoked
01-Aug-1998,1998,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",Surfing (or body boarding),Legs bitten,,"White shark, 4 m [13']",,,,,1990,M,19,18–29,No,Surfing,Unprovoked
01-Aug-1998,1998,SOUTH AFRICA,Western Cape Province,Pringle Bay,Spearfishing,Leg bitten,13h00,"White shark, 4.9 m [16']",,,,,1990,M,24,18–29,No,Fishing,Unprovoked
26-Jul-1998,1998,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,Lacerations to left foot,17h30,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
25-Jul-1998,1998,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Calf bitten,P.M.,,,,,,1990,M,13,0–17,No,Surfing,Unprovoked
06-Jul-1998,1998,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Wading,Right leg bitten,,"Raggedtooth shark, 1.2 m [4']",,,,,1990,M,47,45–59,No,Swimming/Wading,Unprovoked
11-Jul-1998,1998,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,Knee bitten,Morning,5' to 6' shark,,,,,1990,M,16,0–17,No,Surfing,Unprovoked
06-Jul-1998,1998,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,Right leg bitten,,"Raggedtooth shark, 1.2 m [4']",,,,,1990,M,10,0–17,No,Surfing,Unprovoked
28-Jun-1998,1998,AUSTRALIA,South Australia,South Neptune Island,Free diving for abalone,"FATAL, left thigh and lower leg severely injured",14h00,Thought to involve a 5.5 m white shark named Kong,,,,,1990,M,26,18–29,Yes,Diving/Snorkeling,Unprovoked
22-Jun-1998,1998,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",Body Boarding,"FATAL, hands & calf bitten",09h55,White shark,,,,,1990,M,20,18–29,Yes,Surfing,Unprovoked
08-Jun-1998,1998,USA,Florida,"Daytona Beach, Volusia County",Surfing,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",18h00,,,,,,1990,M,18,18–29,No,Surfing,Unprovoked
05-Jun-1998,1998,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,Survived,,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
30-May-1998,1998,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Surfing,Minor laceration on foot,,,,,,,1990,M,17,0–17,No,Surfing,Unprovoked
29-May-1998,1998,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Body boarding,Right shoulder & arm bitten,2 hours after Opperman,3 m to 4 m [10' to 13'] white shark,,,,,1990,M,15,0–17,No,Surfing,Unprovoked
29-May-1998,1998,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Body boarding,Leg bitten,Early afternoon,Unidentified,,,,,1990,M,16,0–17,No,Surfing,Unprovoked
25-May-1998,1998,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,4 lacerations on the sole of his right foot,11h10,"Lemon shark, 1.5 m [5'], identified by the surfer",,,,,1990,M,40,30–44,No,Surfing,Unprovoked
16-May-1998,1998,USA,Florida,"Pecks Lake, Martin County",Swimming,Ankle & foot bitten,14h30,"1.8 m [6'] shark, possibly a blacktip",,,,,1990,F,14,0–17,No,Swimming/Wading,Unprovoked
16-May-1998,1998,USA,Florida,"Walden Rocks, St. Lucie County",Swimming / surfing,Left arm & wrist lacerated,15h00,,,,,,1990,M,24,18–29,No,Surfing,Unprovoked
16-May-1998,1998,SOUTH AFRICA,Western Cape Province,Keurbooms,Body boarding,"Lower legs bitten, foot severed",14h45,4 m [13'] white shark,,,,,1990,M,22,18–29,No,Surfing,Unprovoked
26-Apr-1998,1998,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",Towing rubber dinghy,"FATAL, torso & abdomen bitten, forearm severed",15h05,3 m [10'] shark,,,,,1990,F,35,30–44,Yes,Other/Unknown,Unprovoked
21-Apr-1998,1998,USA,Oregon,Gleneden Beach,Surfing (lying prone on his board),Right thigh bitten,09h30 ,5 m [16.5'] white shark,,,,,1990,M,50,45–59,No,Surfing,Unprovoked
17-Apr-1998,1998,USA,Florida,"Marathon, Monroe County",Scuba diving,"He grabbed shark's tail, shark bit his chest & held on. PROVOKED INCIDENT",,"Nurse shark, 0.9 m [3']",,,,,1990,M,16,0–17,No,Diving/Snorkeling,Provoked
01-Apr-1998,1998,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,FATAL,,,,,,,1990,M,,Unknown,Yes,Swimming/Wading,Unprovoked
Apr-1998,1998,NEW CALEDONIA,,Île de Sable,,Calf bitten,,,,,,,1990,Unknown,,Unknown,No,Other/Unknown,Unprovoked
31-Mar-1998,1998,USA,Florida,"Jensen Beach Park, Martin County",Swimming,Heel lacerated,15h30,,,,,,1990,M,40,30–44,No,Swimming/Wading,Unprovoked
15-Mar-1998,1998,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Snorkeling – hunting crayfish and abalone,Lower leg lacerated,17h30,3 m [10'] white shark,,,,,1990,M,33,30–44,No,Fishing,Unprovoked
08-Mar-1998,1998,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming or paddle boarding,6 puncture wounds to right calf,Morning,5' spinner shark,,,,,1990,M,32,30–44,No,Swimming/Wading,Unprovoked
23-Feb-1998,1998,USA,Florida,"Jensen Beach, Martin County",Swimming,Hands bitten,09h35,Spinner shark,,,,,1990,M,,Unknown,No,Swimming/Wading,Unprovoked
Reported 28-Jan-1998,1998,AUSTRALIA,New South Wales,Whale Beach,Spearfishing,"Missing, thought to have been taken by a shark",20h00,Shark involvement not confirmed,,,,,1990,M,31,30–44,Unknown,Fishing,Questionable
Jan-1998,1998,NEW CALEDONIA,South Province,l'Anse-Vata,Windsurfing,"No injury, board bumped & fin damaged",,1.7 m shark,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
25-Jan-1998,1998,REUNION,Grand'Anse,,Bathing,FATAL,Mid afternoon,,,,,,1990,M,,Unknown,Yes,Swimming/Wading,Unprovoked
25-Jan-1998,1998,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,Calf & foot lacerated,,,,,,,1990,M,21,18–29,No,Surfing,Unprovoked
17-Jan-1998,1998,AUSTRALIA,South Australia,Middleton Beach,Surfing,20 punctures in right foot,Afternoon,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
14-Jan-1998,1998,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Surfing,Leg bitten,13h15,Small dusky shark or blackfin shark,,,,,1990,M,23,18–29,No,Surfing,Unprovoked
1998,1998,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,Surfing,FATAL,,,,,,,1990,M,28,18–29,Yes,Surfing,Unprovoked
1998,1998,REUNION,Beaufonds,,Diving,FATAL,,,,,,,1990,Unknown,,Unknown,Yes,Diving/Snorkeling,Unprovoked
1998 ,1998,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee",Spearfishing on scuba & transferring fish onto a stringer,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,,sandtiger shark,,,,,1990,M,,Unknown,No,Fishing,Unprovoked
28-Dec-1997,1997,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",Spearfishing,FATAL,14h00,White shark,,,,,1990,M,39,30–44,Yes,Fishing,Unprovoked
28-Dec-1997,1997,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Sitting on surfboard,Calf bitten,,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
25-Dec-1997,1997,USA,Florida,"Fort Lauderdale, Broward County",,"Ankle bitten, but shark involvement unconfirmed",,Shark involvement not confirmed,,,,,1990,F,29,18–29,Unknown,Other/Unknown,Questionable
25-Dec-1997,1997,USA,Florida,"Hollywood Beach, Broward County",Swimming,Left leg gashed knee to ankle,,,,,,,1990,M,8,0–17,No,Swimming/Wading,Unprovoked
09-Nov-1997,1997,AUSTRALIA,Western Australia,Albany,Scuba diving (submerged riding a scooter),Left arm lacerated when shark grabbed scooter,Morning,White shark,,,,,1990,M,42,30–44,No,Diving/Snorkeling,Unprovoked
Reported 05-Nov-1997,1997,USA,Florida,,Swimming,Thigh bitten,Mid morning,,,,,,1990,M,32,30–44,No,Swimming/Wading,Unprovoked
 05-Nov-1997,1997,AUSTRALIA,New South Wales,Botany Bay?,Unknown,5 m white shark obsrved feeding on remains 6 days later,,Shark involvement prior to death suspected but not confirmed,,,,,1990,M,21,18–29,Unknown,Other/Unknown,Questionable
28-Oct-1997,1997,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Surf-skiing,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",,5.5 m [18'] white shark,,,,,1990,M,51,45–59,No,Surfing,Unprovoked
28-Oct-1997,1997,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Body boarding or surfing,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",07h20,"Tiger shark, 4 m to 4.3 m [13' to 14']",,,,,1990,M,19,18–29,No,Surfing,Unprovoked
24-Oct-1997,1997,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,"5"" gash in foot",17h15,Possibly a blacktip shark,,,,,1990,M,23,18–29,No,Surfing,Unprovoked
21-Oct-1997,1997,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,Left foot bitten,18h00,1.2 m to 1.5 m [4' to 5'] shark,,,,,1990,M,12,0–17,No,Surfing,Unprovoked
Reported 11-Oct-1997,1997,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,Fishingat,"No injury, hooked shark bit their 4.8 m inflatable boat",,Soupfin shark,,,,,1990,Unknown,,Unknown,No,Fishing,Watercraft
04-Oct-1997,1997,USA,Florida,"Daytona Beach, Volusia County",Swimming,Laceration & 3 puncture wounds to anterior right thigh,08h30,,,,,,1990,F,14,0–17,No,Swimming/Wading,Unprovoked
16-Sep-1997,1997,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,FATAL,,,,,,,1990,M,20,18–29,Yes,Swimming/Wading,Unprovoked
09-Sep-1997,1997,USA,Florida,Volusia County,Surfing,Laceration to right foot,17h15,,,,,,1990,M,12,0–17,No,Surfing,Unprovoked
08-Sep-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,2 small lacerations to bottom of foot,Evening,small blacktip shark,,,,,1990,Unknown,17,0–17,No,Surfing,Unprovoked
06-Sep-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Lacerations to lower left leg,15h20,,,,,,1990,M,20,18–29,No,Surfing,Unprovoked
30-Aug-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Lacerations on right ankle & heel,13h00,,,,,,1990,M,18,18–29,No,Surfing,Unprovoked
27-Aug-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Walking / surfing,"2"" laceration on left heel",11h20,,,,,,1990,M,22,18–29,No,Surfing,Unprovoked
24-Aug-1997,1997,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing (sitting on his board),Leg & hand bitten,12h30,5 m [16.5'] white shark,,,,,1990,M,29,18–29,No,Surfing,Unprovoked
14-Aug-1997,1997,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,FATAL,,Shark involvement prior to death was not confirmed,,,,,1990,M,28,18–29,Unknown,Diving/Snorkeling,Questionable
14-Aug-1997,1997,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,"FATAL, arm & leg severed",,"Tiger shark, 5.2 m [17']",,,,,1990,M,33,30–44,Yes,Diving/Snorkeling,Unprovoked
11-Aug-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Floating on raft,Small lacerations on right lower leg,14h16,,,,,,1990,F,12,0–17,No,Swimming/Wading,Unprovoked
11-Aug-1997,1997,EGYPT,Red Sea,Safaga,Fishing,Seriously injured,,,,,,,1990,M,17,0–17,No,Fishing,Unprovoked
11-Aug-1997,1997,EGYPT,Red Sea,Safaga,Fishing,FATAL,,Thought to involve an oceanic whitetip shark or a white shark,,,,,1990,M,16,0–17,Yes,Fishing,Unprovoked
10-Aug-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,Lacerations to foot,11h48,,,,,,1990,M,17,0–17,No,Surfing,Unprovoked
09-Aug-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Lacerations to right foot,17h15,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
05-Aug-1997,1997,USA,Texas,"East Beach, Galveston",Wading,Wrist & am bitten,,1 m shark,,,,,1990,F,10,0–17,No,Swimming/Wading,Unprovoked
04-Aug-1997,1997,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",Wade-fishing,Left forearm & wrist bitten,,1.5 m [5'] shark,,,,,1990,M,,Unknown,No,Fishing,Unprovoked
02-Aug-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,Top of left foot bitten,15h45,juvenile shark,,,,,1990,M,17,0–17,No,Surfing,Unprovoked
02-Aug-1997,1997,USA,Florida,"New Smyrna Beach, Volusia County",Wading / Surfing,Top of left foot bitten,09h15,"""juvenile shark""",,,,,1990,M,19,18–29,No,Surfing,Unprovoked
27-Jul-1997,1997,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,Leg lacerated,14h25,,,,,,1990,M,19,18–29,No,Surfing,Unprovoked
21-Jul-1997,1997,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,FATAL,12h45,4.5 m white shark,,,,,1990,M,25,18–29,Yes,Surfing,Unprovoked
17-Jul-1997,1997,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,Survived,,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
14-Jul-1997,1997,USA,South Carolina,"Myrtle Beach, Horry County",Standing,Left calf bitten,Night,Blacktip shark,,,,,1990,M,50,45–59,No,Other/Unknown,Unprovoked
12-Jul-1997,1997,OKINAWA,Miyako,Hirara,Fishing for octopus,"FATAL, legs severed",,White shark,,,,,1990,M,55,45–59,Yes,Fishing,Unprovoked
 2-Jul-1997,1997,BRAZIL,Pernambuco,Paiva,Surfing,Right thigh bitten,,,,,,,1990,Unknown,,Unknown,No,Surfing,Unprovoked
24-Jun-1997,1997,USA,Hawaii,"Sunset Beach, Oahu",Spearfishing / night diving,Leg bitten just above ankle,23h00,2.4 m [8'] shark,,,,,1990,M,,Unknown,No,Fishing,Unprovoked
15-Jun-1997,1997,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,Snorkeling,"Bitten on inner thigh, leg surgically amputated",14h30,"Tiger shark, 2.7m [9']",,,,,1990,F,47,45–59,No,Diving/Snorkeling,Unprovoked
09-Jun-1997,1997,USA,Florida,Palm Beach County,Surfing,Laceration to left upper arm,18h00,Possibly a spinner shark,,,,,1990,M,18,18–29,No,Surfing,Unprovoked
07-Jun-1997,1997,BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",Bathing,,,,,,,,1990,M,,Unknown,Unknown,Swimming/Wading,Unprovoked
02-Jun-1997,1997,USA,Florida,"Daytona Beach Shores, Volusia County","Body surfing, stood up on sandbar",4 lacerations above left ankle,10h25,1.2 m [4'] shark (spinner shark?),,,,,1990,M,33,30–44,No,Surfing,Unprovoked
31-May-1997,1997,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee,Spearfishing,Right thigh punctured,Morning,4' shark,,,,,1990,M,35,30–44,No,Fishing,Unprovoked
31-May-1997,1997,USA,Florida,"Flagler Beach, Flagler County",Surfing,Left elbow bitten,11h00,Possibly a sand shark,,,,,1990,M,34,30–44,No,Surfing,Unprovoked
31-May-1997,1997,USA,Florida,"Flagler Beach, Flagler County",Surfing,Left ankle bitten,11h00,Possibly a sand shark,,,,,1990,M,12,0–17,No,Surfing,Unprovoked
26-May-1997,1997,BAHAMAS,Abaco Islands,Powell Cay,Spearfishing,Right arm bitten,,Possibly a Caribbean reef shark,,,,,1990,M,54,45–59,No,Fishing,Unprovoked
17-May-1997,1997,BAHAMAS,Abaco Islands,Walkers Cay,Spearfishing,Leg bitten,Morning,,,,,,1990,M,,Unknown,No,Fishing,Unprovoked
20-Apr-1997,1997,BRAZIL,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",Windsurfing,Lower left leg & ankle bitten,,3.7m to 4.2 m white shark,,,,,1990,M,22,18–29,No,Surfing,Unprovoked
28-Feb-1997,1997,AUSTRALIA,Queensland,"Carrara, Nerang River",Swimming,Left leg biten,,a small shark,,,,,1990,F,21,18–29,No,Swimming/Wading,Unprovoked
28-Feb-1997,1997,AUSTRALIA,Queensland,Whitsunday Passage,Scuba diving,Left arm bitten,Midday,"Tiger shark, 2m to 3m",,,,,1990,M,30,30–44,No,Diving/Snorkeling,Unprovoked
21-Feb-1997,1997,USA,Hawaii,"Sunset Beach, O'ahu",,No details,,,,,,,1990,M,,Unknown,Unknown,Other/Unknown,Unprovoked
20-Feb-1997,1997,REUNION,L'Etang-Sale,,,Hand injured,,,,,,,1990,M,,Unknown,No,Other/Unknown,Unprovoked
03-Feb-1997,1997,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Rowing,"Bruised, when shark struck scull & catapulted her into the water",,,,,,,1990,F,49,45–59,No,Paddling,Watercraft
25-Jan-1997,1997,AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",Snorkeling,"Left leg lacerated, punctures to right leg",11h00 / 11h30,1.8 m to 2.1 m [6' to 7'] shark,,,,,1990,M,27,18–29,No,Diving/Snorkeling,Unprovoked
20-Jan-1997,1997,AUSTRALIA,Western Australia,Geraldton,Windsurfing,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered",18h00,"Tiger shark, 4.5 m [14'9""]",,,,,1990,M,41,30–44,Yes,Surfing,Unprovoked
03-Jan-1997,1997,REUNION,,la Pointe-au-Sel,Spearfishing,FATAL,,Bull shark,,,,,1990,M,,Unknown,Yes,Fishing,Unprovoked
01-Jan-1997,1997,AUSTRALIA,Victoria,"Seal Rocks, Phillip Island",Watching seals,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",,White shark,,,,,1990,Unknown,,Unknown,No,Other/Unknown,Watercraft
29-Dec-1996,1996,AUSTRALIA,Queensland,Coolum Beach,Surfing,,18h00,,,,,,1990,M,18,18–29,Unknown,Surfing,Unprovoked
10-Dec-1996,1996,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",Surfing,Elbow bitten,16h15,White shark,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
Dec-1996,1996,NEW CALEDONIA,,,Spearfishing,"Presumed fatal, only his shark-bitten speargun recovered",,,,,,,1990,M,,Unknown,Yes,Fishing,Unprovoked
Dec-1996,1996,NEW CALEDONIA,South Province,L'llot Maetre,Attempting to attract dolphins,Hand bitten,,,,,,,1990,F,,Unknown,No,Other/Unknown,Unprovoked
29-Nov-1996,1996,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,Single laceration on ankle & board bitten,08h30,3 m to 5 m [10' to 16.5'] white shark,,,,,1990,M,45,45–59,No,Surfing,Unprovoked
18-Nov-1996,1996,USA,Florida,"Coral Cove Park, Palm Beach County",Surfing,Right foot bitten,17h00,,,,,,1990,M,26,18–29,No,Surfing,Unprovoked
28-Oct-1996,1996,BRAZIL,Pernambuco,Barra de Jangada,Surfing,Leg bitten,,,,,,,1990,Unknown,,Unknown,No,Surfing,Unprovoked
28-Oct-1996,1996,BRAZIL,Pernambuco,Barra de Jangada,Surfing,Survived,,,,,,,1990,M,,Unknown,No,Surfing,Unprovoked
09-Oct-1996,1996,OKINAWA,Miyako Island,Boragawa Beach,Swimming or snorkeling,FATAL,,,,,,,1990,M,,Unknown,Yes,Swimming/Wading,Unprovoked
05-Oct-1996,1996,USA,California,"Dillon Beach, Marin County",Surfing,Lower leg bitten,13h00,5.5 m to 6 m [18' to 20'] white shark,,,,,1990,M,22,18–29,No,Surfing,Unprovoked
03-Oct-1996,1996,USA,Florida,"Cocoa Beach, Brevard County",Surfing,"4"" laceration on left forearm",08h30,1.2 m [4'] shark,,,,,1990,M,21,18–29,No,Surfing,Unprovoked
03-Oct-1996,1996,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,"No Injury, shark struck his board",07h19,5 m [16.5'] white shark,,,,,1990,M,31,30–44,No,Surfing,Unprovoked
